frame_num,sensor_ts_ns,wall_ts_ns,is_keyframe,size_bytes,packet_count
3303,8940261760000,1778513053185649924,0,14434,1
3304,8940295079000,1778513053216623977,0,7145,1
3305,8940328396000,1778513053249760962,0,7056,1
3306,8940361716000,1778513053283488032,0,9590,1
3307,8940395034000,1778513053316762144,0,9467,1
3308,8940428352000,1778513053350054812,0,9362,1
3309,8940461670000,1778513053384473390,0,9427,1
3310,8940494989000,1778513053417582339,0,13788,1
3311,8940528308000,1778513053451076467,0,13414,1
3312,8940561627000,1778513053486675713,0,13060,1
3313,8940594947000,1778513053517513694,0,12979,1
3314,8940628265000,1778513053550822065,0,13059,1
3315,8940661583000,1778513053583961532,0,13226,1
3316,8940694901000,1778513053617262607,0,13032,1
3317,8940728222000,1778513053652727707,0,13080,1
3318,8940761539000,1778513053683943868,0,12989,1
3319,8940794858000,1778513053718228781,0,19304,1
3320,8940828176000,1778513053750491816,0,12969,1
3321,8940861494000,1778513053785558106,0,18940,1
3322,8940894814000,1778513053818553705,0,19175,1
3323,8940928132000,1778513053851240955,0,12938,1
3324,8940961450000,1778513053889441701,0,19125,1
3325,8940994768000,1778513053920163313,0,12864,1
3326,8941028088000,1778513053953295261,0,19115,1
3327,8941061406000,1778513053986205935,0,12950,1
3328,8941094724000,1778513054018232473,0,19290,1
3329,8941128042000,1778513054051098666,0,13135,1
3330,8941161361000,1778513054092007520,0,19232,1
3331,8941194679000,1778513054120918252,0,19308,1
3332,8941227998000,1778513054153360543,0,13194,1
3333,8941261316000,1778513054188772069,0,19480,1
3334,8941294633000,1778513054219744715,0,13458,1
3335,8941327952000,1778513054253414711,0,19853,1
3336,8941361271000,1778513054288543834,0,13341,1
3337,8941394589000,1778513054318509328,0,19916,1
3338,8941427907000,1778513054351138672,0,13625,1
3339,8941461225000,1778513054389062551,0,13869,1
3340,8941494545000,1778513054421070349,0,20000,1
3341,8941527863000,1778513054452464896,0,13811,1
3342,8941561182000,1778513054488376564,0,20205,1
3343,8941594498000,1778513054517426423,0,13938,1
3344,8941627817000,1778513054551029105,0,14120,1
3345,8941661136000,1778513054590011135,0,20579,2
3346,8941694454000,1778513054620597953,0,14107,1
3347,8941727773000,1778513054652831655,0,14078,1
3348,8941761094000,1778513054687895594,0,20215,1
