frame_num,sensor_ts_ns,wall_ts_ns,is_keyframe,size_bytes,packet_count
1622,8884253421000,1778512997183118849,0,25697,2
1623,8884286735000,1778512997212998696,0,13131,1
1624,8884320057000,1778512997243744734,0,6305,1
1625,8884353375000,1778512997276100842,0,8886,1
1626,8884386693000,1778512997308170102,0,8935,1
1627,8884420012000,1778512997341398197,0,8529,1
1628,8884453330000,1778512997375792441,0,8920,1
1629,8884486649000,1778512997411307003,0,12997,1
1630,8884519968000,1778512997444589931,0,13005,1
1631,8884553286000,1778512997477920135,0,12644,1
1632,8884586605000,1778512997509918155,0,13009,1
1633,8884619923000,1778512997542172727,0,12406,1
1634,8884653241000,1778512997576589490,0,12460,1
1635,8884686560000,1778512997612924522,0,12554,1
1636,8884719879000,1778512997644574584,0,12558,1
1637,8884753197000,1778512997681543273,0,18452,1
1638,8884786515000,1778512997712460197,0,18466,1
1639,8884819837000,1778512997744996839,0,12719,1
1640,8884853152000,1778512997778158343,0,18446,1
1641,8884886471000,1778512997812896971,0,18620,1
1642,8884919791000,1778512997842285807,0,12761,1
1643,8884953107000,1778512997876421629,0,18425,1
1644,8884986426000,1778512997909859295,0,18460,1
1645,8885019745000,1778512997942118534,0,12875,1
1646,8885053063000,1778512997976645017,0,18483,1
1647,8885086381000,1778512998012186301,0,18416,1
1648,8885119700000,1778512998044624722,0,12800,1
1649,8885153019000,1778512998078900228,0,18695,1
1650,8885186337000,1778512998112464299,0,18930,1
1651,8885219656000,1778512998144990997,0,13093,1
1652,8885252977000,1778512998178678159,0,18982,1
1653,8885286292000,1778512998209074591,0,12613,1
1654,8885319610000,1778512998243488354,0,18889,1
1655,8885352930000,1778512998275511041,0,12711,1
1656,8885386248000,1778512998310721089,0,18655,1
1657,8885419566000,1778512998343563911,0,18957,1
1658,8885452885000,1778512998375566505,0,13477,1
1659,8885486203000,1778512998414729848,0,19162,1
1660,8885519521000,1778512998445889899,0,13238,1
1661,8885552840000,1778512998479208937,0,19171,1
1662,8885586158000,1778512998511301159,0,13117,1
1663,8885619476000,1778512998543585119,0,18896,1
1664,8885652795000,1778512998577710109,0,18887,1
1665,8885686113000,1778512998609009861,0,12893,1
1666,8885719432000,1778512998642736060,0,18500,1
1667,8885752750000,1778512998676138893,0,18827,1
1668,8885786068000,1778512998711575660,0,12729,1
1669,8885819387000,1778512998745415783,0,18561,1
1670,8885852706000,1778512998778789283,0,18414,1
1671,8885886025000,1778512998809435415,0,12947,1
1672,8885919344000,1778512998842748824,0,18489,1
1673,8885952660000,1778512998875054876,0,12520,1
1674,8885985980000,1778512998909419196,0,18869,1
1675,8886019298000,1778512998942663383,0,18624,1
1676,8886052617000,1778512998975040805,0,12968,1
1677,8886085935000,1778512999010043967,0,18630,1
1678,8886119253000,1778512999041753343,0,12982,1
1679,8886152573000,1778512999076018516,0,18521,1
1680,8886185890000,1778512999108455177,0,13214,1
1681,8886219209000,1778512999155156448,1,93505,5
1682,8886252528000,1778512999176985504,0,26295,2
1683,8886285843000,1778512999209647440,0,13712,1
1684,8886319165000,1778512999240647012,0,7272,1
1685,8886352483000,1778512999274003216,0,8139,1
1686,8886385802000,1778512999308899565,0,7842,1
1687,8886419119000,1778512999343368660,0,10218,1
1688,8886452439000,1778512999376352425,0,9849,1
1689,8886485757000,1778512999409809702,0,9452,1
1690,8886519075000,1778512999443720824,0,13196,1
1691,8886552394000,1778512999477203045,0,13401,1
1692,8886585713000,1778512999508846292,0,13137,1
1693,8886619031000,1778512999542643601,0,13064,1
1694,8886652350000,1778512999574502716,0,12521,1
1695,8886685667000,1778512999608039103,0,12975,1
1696,8886718985000,1778512999644115323,0,13124,1
1697,8886752305000,1778512999675212690,0,13687,1
1698,8886785623000,1778512999708158992,0,13468,1
1699,8886818941000,1778512999741493734,0,13410,1
1700,8886852260000,1778512999775830831,0,19206,1
1701,8886885578000,1778512999810645051,0,19200,1
1702,8886918897000,1778512999842428593,0,18619,1
1703,8886952215000,1778512999875561208,0,19045,1
1704,8886985535000,1778512999909641902,0,12823,1
1705,8887018852000,1778512999946694034,0,18626,1
1706,8887052171000,1778512999978484853,0,18571,1
1707,8887085490000,1778513000010218118,0,12179,1
1708,8887118808000,1778513000045341408,0,18079,1
1709,8887152126000,1778513000078139046,0,18157,1
