frame_num,sensor_ts_ns,wall_ts_ns,is_keyframe,size_bytes,packet_count
12907,9260252393000,1778513373176787491,0,9113,1
12908,9260285711000,1778513373207511940,0,9125,1
12909,9260319030000,1778513373240845630,0,8894,1
12910,9260352348000,1778513373274721571,0,12050,1
12911,9260385667000,1778513373307834708,0,10819,1
12912,9260418987000,1778513373342755541,0,16106,1
12913,9260452304000,1778513373374505586,0,10622,1
12914,9260485622000,1778513373408639634,0,16107,1
12915,9260518940000,1778513373441016134,0,10412,1
12916,9260552259000,1778513373475797951,0,15984,1
12917,9260585579000,1778513373508679906,0,15193,1
12918,9260618896000,1778513373541818950,0,15747,1
12919,9260652217000,1778513373575919832,0,15420,1
12920,9260685533000,1778513373608353886,0,15567,1
12921,9260718854000,1778513373639668474,0,15348,1
12922,9260752173000,1778513373674705917,0,15098,1
12923,9260785489000,1778513373699286436,0,14992,1
12924,9260818810000,1778513373723849843,0,14730,1
12925,9260852126000,1778513373756911129,0,15458,1
12926,9260885445000,1778513373789942008,0,14426,1
12927,9260918762000,1778513373824099685,0,21436,2
12928,9260952080000,1778513373857009214,0,14151,1
12929,9260985400000,1778513373890064611,0,15226,1
12930,9261018718000,1778513373923342394,0,14314,1
12931,9261052036000,1778513373956668676,0,14455,1
12932,9261085356000,1778513373989921181,0,14149,1
12933,9261118673000,1778513374024101562,0,21281,2
12934,9261151994000,1778513374058576476,0,14284,1
12935,9261185310000,1778513374089923323,0,14603,1
12936,9261218628000,1778513374124009687,0,21196,2
12937,9261251947000,1778513374156613257,0,14271,1
12938,9261285265000,1778513374190540623,0,21201,2
12939,9261318584000,1778513374223107083,0,13972,1
12940,9261351902000,1778513374257121744,0,20505,2
12941,9261385221000,1778513374289773184,0,13517,1
12942,9261418542000,1778513374323834881,0,20561,2
12943,9261451858000,1778513374356485395,0,13635,1
12944,9261485176000,1778513374390355114,0,20302,1
12945,9261518495000,1778513374422984906,0,13576,1
12946,9261551813000,1778513374456352595,0,14003,1
12947,9261585131000,1778513374490190555,0,13499,1
12948,9261618450000,1778513374523756889,0,20386,1
12949,9261651770000,1778513374556355589,0,13884,1
12950,9261685086000,1778513374590278177,0,20268,1
12951,9261718405000,1778513374623637959,0,20208,1
12952,9261751725000,1778513374656276103,0,13362,1
12953,9261785042000,1778513374690169451,0,20240,1
12954,9261818360000,1778513374722758521,0,13118,1
12955,9261851679000,1778513374756892088,0,20205,1
12956,9261884997000,1778513374790610679,0,13554,1
12957,9261918317000,1778513374823485727,0,20232,1
12958,9261951634000,1778513374856382589,0,13646,1
12959,9261984952000,1778513374890796559,0,13950,1
12960,9262018271000,1778513374923460480,0,19531,1
12961,9262051590000,1778513374962009614,1,94023,5
12962,9262084909000,1778513374990961051,0,26630,2
12963,9262118227000,1778513375023925153,0,13929,1
12964,9262151556000,1778513375055791604,0,6823,1
12965,9262184867000,1778513375090589346,0,7128,1
12966,9262218183000,1778513375122026600,0,7300,1
12967,9262251500000,1778513375155544842,0,9535,1
12968,9262284818000,1778513375188828440,0,9669,1
12969,9262318138000,1778513375222194017,0,9065,1
