frame_num,sensor_ts_ns,wall_ts_ns,is_keyframe,size_bytes,packet_count
7927,7556054422000,1778513257191957247,0,8176,1
7928,7556087740000,1778513257225557949,0,8345,1
7929,7556121058000,1778513257259121670,0,12211,1
7930,7556154376000,1778513257292902297,0,11898,1
7931,7556187695000,1778513257329626392,0,11720,1
7932,7556221015000,1778513257361381818,0,11776,1
7933,7556254335000,1778513257394082233,0,11720,1
7934,7556287649000,1778513257428465927,0,11546,1
7935,7556320967000,1778513257459228215,0,11733,1
7936,7556354285000,1778513257493669168,0,16925,1
7937,7556387605000,1778513257526880411,0,17119,1
7938,7556420922000,1778513257560583483,0,16895,1
7939,7556454241000,1778513257596259460,0,17002,1
7940,7556487563000,1778513257627208931,0,17012,1
7941,7556520880000,1778513257655592521,0,16878,1
7942,7556554197000,1778513257688097828,0,17047,1
7943,7556587517000,1778513257725604804,0,17123,1
7944,7556620834000,1778513257760362327,0,17026,1
7945,7556654152000,1778513257794002992,0,17095,1
7946,7556687471000,1778513257826486725,0,17093,1
7947,7556720790000,1778513257858896421,0,11815,1
7948,7556754107000,1778513257892991303,0,17369,1
7949,7556787425000,1778513257926704745,0,17306,1
7950,7556820744000,1778513257959882656,0,17112,1
7951,7556854063000,1778513257993206416,0,17544,1
7952,7556887384000,1778513258028788913,0,17074,1
7953,7556920702000,1778513258060253138,0,17098,1
7954,7556954018000,1778513258092999256,0,17054,1
7955,7556987336000,1778513258127857834,0,11823,1
7956,7557020655000,1778513258159972515,0,17178,1
7957,7557053974000,1778513258193225036,0,17027,1
7958,7557087292000,1778513258226383317,0,17293,1
7959,7557120613000,1778513258257458713,0,17081,1
7960,7557153928000,1778513258290445384,0,17073,1
7961,7557187247000,1778513258328128562,0,17189,1
7962,7557220569000,1778513258359218032,0,11838,1
7963,7557253888000,1778513258393019991,0,17280,1
7964,7557287203000,1778513258426169995,0,17477,1
7965,7557320521000,1778513258459603125,0,17340,1
7966,7557353839000,1778513258492428465,0,11854,1
7967,7557387161000,1778513258526357404,0,17249,1
7968,7557420477000,1778513258559459205,0,17149,1
7969,7557453795000,1778513258592792095,0,17323,1
7970,7557487114000,1778513258626391205,0,17385,1
7971,7557520432000,1778513258659533616,0,17559,1
7972,7557553751000,1778513258691999459,0,12200,1
7973,7557587072000,1778513258726180471,0,17462,1
7974,7557620391000,1778513258760295019,0,17443,1
7975,7557653710000,1778513258791974390,0,12004,1
7976,7557687027000,1778513258826172179,0,17544,1
7977,7557720345000,1778513258861501085,0,17700,1
7978,7557753664000,1778513258891989116,0,12170,1
7979,7557786984000,1778513258928514251,0,17448,1
7980,7557820303000,1778513258963981674,0,12178,1
7981,7557853620000,1778513259006838076,1,90092,5
7982,7557886940000,1778513259029642373,0,35418,2
7983,7557920256000,1778513259061204152,0,18947,1
7984,7557953574000,1778513259091272799,0,8807,1
7985,7557986891000,1778513259124044603,0,6504,1
7986,7558020212000,1778513259157657564,0,9005,1
7987,7558053530000,1778513259191497912,0,8939,1
7988,7558086850000,1778513259226617043,0,8703,1
7989,7558120167000,1778513259258346265,0,8564,1
7990,7558153487000,1778513259289625733,0,12592,1
7991,7558186804000,1778513259325727909,0,12515,1
7992,7558220124000,1778513259360510376,0,12689,1
