frame_num,sensor_ts_ns,wall_ts_ns,is_keyframe,size_bytes,packet_count
7807,7552056204000,1778513253178518585,0,7444,1
7808,7552089522000,1778513253209863663,0,11157,1
7809,7552122840000,1778513253243117239,0,10730,1
7810,7552156158000,1778513253276429000,0,10953,1
7811,7552189478000,1778513253309849834,0,10871,1
7812,7552222798000,1778513253343195058,0,10719,1
7813,7552256117000,1778513253376938036,0,15989,1
7814,7552289432000,1778513253410302574,0,16158,1
7815,7552322751000,1778513253443693279,0,16027,1
7816,7552356070000,1778513253476801505,0,16148,1
7817,7552389390000,1778513253510496966,0,16070,1
7818,7552422707000,1778513253543569785,0,16022,1
7819,7552456026000,1778513253577018100,0,15929,1
7820,7552489348000,1778513253610148826,0,15753,1
7821,7552522662000,1778513253643628788,0,15823,1
7822,7552555981000,1778513253676831680,0,15849,1
7823,7552589299000,1778513253711444687,0,15792,1
7824,7552622618000,1778513253743364147,0,15839,1
7825,7552655936000,1778513253776704204,0,15986,1
7826,7552689254000,1778513253810048576,0,15932,1
7827,7552722572000,1778513253843560872,0,16006,1
7828,7552755892000,1778513253876724079,0,15856,1
7829,7552789209000,1778513253910085987,0,16017,1
7830,7552822529000,1778513253943413341,0,16151,1
7831,7552855847000,1778513253976700972,0,16042,1
7832,7552889166000,1778513254011976398,0,16164,1
7833,7552922484000,1778513254043640546,0,15955,1
7834,7552955802000,1778513254076588515,0,16059,1
7835,7552989120000,1778513254110226087,0,16029,1
7836,7553022438000,1778513254143431386,0,16318,1
7837,7553055758000,1778513254177353381,0,16195,1
7838,7553089077000,1778513254210030464,0,7443,1
7839,7553122394000,1778513254243241522,0,16085,1
7840,7553155713000,1778513254276562190,0,16097,1
7841,7553189032000,1778513254310057709,0,16184,1
7842,7553222350000,1778513254343233675,0,16047,1
7843,7553255670000,1778513254376587657,0,16052,1
7844,7553288987000,1778513254409799679,0,16070,1
7845,7553322305000,1778513254443145791,0,16004,1
7846,7553355624000,1778513254476521885,0,16072,1
7847,7553388944000,1778513254509800776,0,16012,1
7848,7553422261000,1778513254543526032,0,16092,1
7849,7553455582000,1778513254589369772,0,16095,1
7850,7553488899000,1778513254624877899,0,16018,1
7851,7553522217000,1778513254658283604,0,15682,1
7852,7553555536000,1778513254694630499,0,19581,1
7853,7553588855000,1778513254727880761,0,19652,1
7854,7553622173000,1778513254761418223,0,19417,1
7855,7553655492000,1778513254794644522,0,19432,1
7856,7553688811000,1778513254827595527,0,15566,1
7857,7553722129000,1778513254861207544,0,19211,1
7858,7553755448000,1778513254896278435,0,15668,1
7859,7553788766000,1778513254928365894,0,19519,1
7860,7553822084000,1778513254961601693,0,19645,1
7861,7553855403000,1778513255007883928,1,87521,5
7862,7553888721000,1778513255030370988,0,33173,2
7863,7553922039000,1778513255061920916,0,17048,1
7864,7553955360000,1778513255092807406,0,7642,1
7865,7553988676000,1778513255125569951,0,5486,1
7866,7554021994000,1778513255161747404,0,7577,1
7867,7554055313000,1778513255192866836,0,7511,1
7868,7554088631000,1778513255226850960,0,11342,1
7869,7554121949000,1778513255259891446,0,11265,1
7870,7554155268000,1778513255292688120,0,11046,1
7871,7554188586000,1778513255324241158,0,11142,1
7872,7554221905000,1778513255357517327,0,11005,1
7873,7554255224000,1778513255396161180,0,16169,1
7874,7554288541000,1778513255427913846,0,16219,1
7875,7554321861000,1778513255460976480,0,16655,1
7876,7554355179000,1778513255493292178,0,11582,1
7877,7554388500000,1778513255527624706,0,16551,1
7878,7554421816000,1778513255562771058,0,16901,1
7879,7554455134000,1778513255595816933,0,17068,1
7880,7554488453000,1778513255624809295,0,11911,1
7881,7554521775000,1778513255660716807,0,17358,1
7882,7554555090000,1778513255693245187,0,17448,1
7883,7554588410000,1778513255727302255,0,17633,1
7884,7554621727000,1778513255760156150,0,12463,1
7885,7554655046000,1778513255794176163,0,17673,1
7886,7554688364000,1778513255827542701,0,17541,1
7887,7554721683000,1778513255862091504,0,17756,1
7888,7554755002000,1778513255891935024,0,12461,1
7889,7554788321000,1778513255924913048,0,17443,1
7890,7554821638000,1778513255958311067,0,17828,1
7891,7554854957000,1778513255993179126,0,18047,1
7892,7554888276000,1778513256026496887,0,12373,1
7893,7554921594000,1778513256060742046,0,17888,1
7894,7554954912000,1778513256094800595,0,17882,1
7895,7554988231000,1778513256124184101,0,12212,1
7896,7555021549000,1778513256161326637,0,17608,1
7897,7555054868000,1778513256191989444,0,17820,1
7898,7555088187000,1778513256225148466,0,17658,1
7899,7555121503000,1778513256258112304,0,17563,1
7900,7555154822000,1778513256291370214,0,17551,1
7901,7555188140000,1778513256324036148,0,12075,1
7902,7555221460000,1778513256358269418,0,17274,1
7903,7555254780000,1778513256394731368,0,17526,1
7904,7555288095000,1778513256427104972,0,17462,1
7905,7555321415000,1778513256460709360,0,17504,1
7906,7555354733000,1778513256495224349,0,17540,1
7907,7555388051000,1778513256524007472,0,12183,1
7908,7555421369000,1778513256557794450,0,17176,1
7909,7555454689000,1778513256593400706,0,17379,1
7910,7555488007000,1778513256629323550,0,17294,1
7911,7555521325000,1778513256663959297,0,16951,1
7912,7555554644000,1778513256695273561,0,16944,1
7913,7555587964000,1778513256727416797,0,17089,1
7914,7555621281000,1778513256759268462,0,11865,1
7915,7555654599000,1778513256795670227,0,17181,1
7916,7555687917000,1778513256827208451,0,17404,1
7917,7555721236000,1778513256860458120,0,17807,1
7918,7555754555000,1778513256895257458,0,12014,1
7919,7555787873000,1778513256927563248,0,17185,1
7920,7555821194000,1778513256959289674,0,11740,1
7921,7555854511000,1778513257007913719,1,89832,5
7922,7555887829000,1778513257030797052,0,34854,2
7923,7555921149000,1778513257062596440,0,18313,1
7924,7555954469000,1778513257094011888,0,8296,1
7925,7555987786000,1778513257125373762,0,6045,1
7926,7556021105000,1778513257158627523,0,8341,1
