EventSensor_ns,RowType,Source_Index,Source_SensorTimestamp_ns,Sink_Index,Sink_SensorTimestamp_ns,Sink_SensorTimestamp_Corrected_ns,TimeDifference_ns,TimeDifference_ms
7459664069000,MATCHED,6532,7459664069000,6532,9047880427000,7459664048000,21000,0.021000
7459697384000,MATCHED,6533,7459697384000,6533,9047913745000,7459697366000,18000,0.018000
7459730702000,MATCHED,6534,7459730702000,6534,9047947064000,7459730685000,17000,0.017000
7459764033000,MATCHED,6535,7459764033000,6535,9047980383000,7459764004000,29000,0.029000
7459797342000,MATCHED,6536,7459797342000,6536,9048013701000,7459797322000,20000,0.020000
7459830658000,MATCHED,6537,7459830658000,6537,9048047019000,7459830640000,18000,0.018000
7459863976000,MATCHED,6538,7459863976000,6538,9048080337000,7459863958000,18000,0.018000
7459897295000,MATCHED,6539,7459897295000,6539,9048113656000,7459897277000,18000,0.018000
7459930613000,MATCHED,6540,7459930613000,6540,9048146974000,7459930595000,18000,0.018000
7459963938000,MATCHED,6541,7459963938000,6541,9048180293000,7459963914000,24000,0.024000
7459997253000,MATCHED,6542,7459997253000,6542,9048213611000,7459997232000,21000,0.021000
7460030571000,MATCHED,6543,7460030571000,6543,9048246932000,7460030553000,18000,0.018000
7460063887000,MATCHED,6544,7460063887000,6544,9048280248000,7460063869000,18000,0.018000
7460097211000,MATCHED,6545,7460097211000,6545,9048313567000,7460097188000,23000,0.023000
7460130536000,MATCHED,6546,7460130536000,6546,9048346885000,7460130506000,30000,0.030000
7460163849000,MATCHED,6547,7460163849000,6547,9048380204000,7460163825000,24000,0.024000
7460197197000,MATCHED,6548,7460197197000,6548,9048413525000,7460197146000,51000,0.051000
7460230500000,MATCHED,6549,7460230500000,6549,9048446843000,7460230464000,36000,0.036000
7460263818000,MATCHED,6550,7460263818000,6550,9048480162000,7460263783000,35000,0.035000
7460297128000,MATCHED,6551,7460297128000,6551,9048513482000,7460297103000,25000,0.025000
7460330444000,MATCHED,6552,7460330444000,6552,9048546799000,7460330420000,24000,0.024000
7460363769000,MATCHED,6553,7460363769000,6553,9048580116000,7460363737000,32000,0.032000
7460397096000,MATCHED,6554,7460397096000,6554,9048613434000,7460397055000,41000,0.041000
7460430396000,MATCHED,6555,7460430396000,6555,9048646752000,7460430373000,23000,0.023000
7460463712000,MATCHED,6556,7460463712000,6556,9048680073000,7460463694000,18000,0.018000
7460497031000,MATCHED,6557,7460497031000,6557,9048713390000,7460497011000,20000,0.020000
7460530354000,MATCHED,6558,7460530354000,6558,9048746710000,7460530331000,23000,0.023000
7460563682000,MATCHED,6559,7460563682000,6559,9048780027000,7460563648000,34000,0.034000
7460596988000,MATCHED,6560,7460596988000,6560,9048813347000,7460596968000,20000,0.020000
7460630310000,MATCHED,6561,7460630310000,6561,9048846665000,7460630286000,24000,0.024000
7460663622000,MATCHED,6562,7460663622000,6562,9048879985000,7460663606000,16000,0.016000
7460696944000,MATCHED,6563,7460696944000,6563,9048913302000,7460696923000,21000,0.021000
7460730259000,MATCHED,6564,7460730259000,6564,9048946620000,7460730241000,18000,0.018000
7460763577000,MATCHED,6565,7460763577000,6565,9048979937000,7460763558000,19000,0.019000
7460796899000,MATCHED,6566,7460796899000,6566,9049013255000,7460796876000,23000,0.023000
7460830239000,MATCHED,6567,7460830239000,6567,9049046573000,7460830194000,45000,0.045000
7460863535000,MATCHED,6568,7460863535000,6568,9049079892000,7460863513000,22000,0.022000
7460896851000,MATCHED,6569,7460896851000,6569,9049113210000,7460896831000,20000,0.020000
7460930171000,MATCHED,6570,7460930171000,6570,9049146529000,7460930150000,21000,0.021000
7460963489000,MATCHED,6571,7460963489000,6571,9049179848000,7460963469000,20000,0.020000
7460996807000,MATCHED,6572,7460996807000,6572,9049213166000,7460996787000,20000,0.020000
7461030124000,MATCHED,6573,7461030124000,6573,9049246491000,7461030112000,12000,0.012000
7461063444000,MATCHED,6574,7461063444000,6574,9049279811000,7461063432000,12000,0.012000
7461096763000,MATCHED,6575,7461096763000,6575,9049313130000,7461096751000,12000,0.012000
7461130081000,MATCHED,6576,7461130081000,6576,9049346440000,7461130061000,20000,0.020000
7461163399000,MATCHED,6577,7461163399000,6577,9049379767000,7461163388000,11000,0.011000
7461196735000,MATCHED,6578,7461196735000,6578,9049413085000,7461196706000,29000,0.029000
7461230045000,MATCHED,6579,7461230045000,6579,9049446398000,7461230019000,26000,0.026000
7461263366000,MATCHED,6580,7461263366000,6580,9049479713000,7461263334000,32000,0.032000
7461296681000,MATCHED,6581,7461296681000,6581,9049513033000,7461296654000,27000,0.027000
7461329991000,MATCHED,6582,7461329991000,6582,9049546353000,7461329974000,17000,0.017000
7461363310000,MATCHED,6583,7461363310000,6583,9049579671000,7461363292000,18000,0.018000
7461396629000,MATCHED,6584,7461396629000,6584,9049612986000,7461396607000,22000,0.022000
7461429957000,MATCHED,6585,7461429957000,6585,9049646303000,7461429924000,33000,0.033000
7461463265000,MATCHED,6586,7461463265000,6586,9049679622000,7461463243000,22000,0.022000
7461496583000,MATCHED,6587,7461496583000,6587,9049712943000,7461496564000,19000,0.019000
7461529902000,MATCHED,6588,7461529902000,6588,9049746260000,7461529881000,21000,0.021000
7461563219000,MATCHED,6589,7461563219000,6589,9049779577000,7461563198000,21000,0.021000
7461596538000,MATCHED,6590,7461596538000,6590,9049812896000,7461596517000,21000,0.021000
7461629859000,MATCHED,6591,7461629859000,6591,9049846216000,7461629837000,22000,0.022000
7461663176000,MATCHED,6592,7461663176000,6592,9049879532000,7461663153000,23000,0.023000
7461696494000,MATCHED,6593,7461696494000,6593,9049912851000,7461696472000,22000,0.022000
7461729813000,MATCHED,6594,7461729813000,6594,9049946170000,7461729791000,22000,0.022000
7461763132000,MATCHED,6595,7461763132000,6595,9049979488000,7461763109000,23000,0.023000
7461796451000,MATCHED,6596,7461796451000,6596,9050012806000,7461796427000,24000,0.024000
7461829768000,MATCHED,6597,7461829768000,6597,9050046125000,7461829746000,22000,0.022000
7461863087000,MATCHED,6598,7461863087000,6598,9050079443000,7461863064000,23000,0.023000
7461896406000,MATCHED,6599,7461896406000,6599,9050112762000,7461896383000,23000,0.023000
7461929725000,MATCHED,6600,7461929725000,6600,9050146080000,7461929701000,24000,0.024000
7461963043000,MATCHED,6601,7461963043000,6601,9050179401000,7461963022000,21000,0.021000
7461996361000,MATCHED,6602,7461996361000,6602,9050212718000,7461996339000,22000,0.022000
7462029680000,MATCHED,6603,7462029680000,6603,9050246036000,7462029657000,23000,0.023000
7462062997000,MATCHED,6604,7462062997000,6604,9050279354000,7462062975000,22000,0.022000
7462096316000,MATCHED,6605,7462096316000,6605,9050312673000,7462096294000,22000,0.022000
7462129634000,MATCHED,6606,7462129634000,6606,9050345994000,7462129615000,19000,0.019000
7462162952000,MATCHED,6607,7462162952000,6607,9050379309000,7462162930000,22000,0.022000
7462196271000,MATCHED,6608,7462196271000,6608,9050412631000,7462196252000,19000,0.019000
7462229590000,MATCHED,6609,7462229590000,6609,9050445949000,7462229570000,20000,0.020000
7462262909000,MATCHED,6610,7462262909000,6610,9050479271000,7462262892000,17000,0.017000
7462296226000,MATCHED,6611,7462296226000,6611,9050512587000,7462296208000,18000,0.018000
7462329546000,MATCHED,6612,7462329546000,6612,9050545903000,7462329524000,22000,0.022000
7462362863000,MATCHED,6613,7462362863000,6613,9050579220000,7462362841000,22000,0.022000
7462396182000,MATCHED,6614,7462396182000,6614,9050612539000,7462396160000,22000,0.022000
7462429501000,MATCHED,6615,7462429501000,6615,9050645859000,7462429480000,21000,0.021000
7462462836000,MATCHED,6616,7462462836000,6616,9050679176000,7462462797000,39000,0.039000
7462496137000,MATCHED,6617,7462496137000,6617,9050712500000,7462496121000,16000,0.016000
7462529457000,MATCHED,6618,7462529457000,6618,9050745814000,7462529435000,22000,0.022000
7462562775000,MATCHED,6619,7462562775000,6619,9050779132000,7462562753000,22000,0.022000
7462596092000,MATCHED,6620,7462596092000,6620,9050812450000,7462596071000,21000,0.021000
7462629414000,MATCHED,6621,7462629414000,6621,9050845771000,7462629392000,22000,0.022000
7462662729000,MATCHED,6622,7462662729000,6622,9050879088000,7462662709000,20000,0.020000
7462696049000,MATCHED,6623,7462696049000,6623,9050912406000,7462696027000,22000,0.022000
7462729368000,MATCHED,6624,7462729368000,6624,9050945724000,7462729345000,23000,0.023000
7462762687000,MATCHED,6625,7462762687000,6625,9050979046000,7462762667000,20000,0.020000
7462796025000,MATCHED,6626,7462796025000,6626,9051012366000,7462795987000,38000,0.038000
7462829322000,MATCHED,6627,7462829322000,6627,9051045691000,7462829312000,10000,0.010000
7462862639000,MATCHED,6628,7462862639000,6628,9051079002000,7462862623000,16000,0.016000
7462895959000,MATCHED,6629,7462895959000,6629,9051112325000,7462895946000,13000,0.013000
7462929279000,MATCHED,6630,7462929279000,6630,9051145636000,7462929257000,22000,0.022000
7462962597000,MATCHED,6631,7462962597000,6631,9051178960000,7462962581000,16000,0.016000
7462995916000,MATCHED,6632,7462995916000,6632,9051212277000,7462995898000,18000,0.018000
7463029240000,MATCHED,6633,7463029240000,6633,9051245594000,7463029215000,25000,0.025000
7463062550000,MATCHED,6634,7463062550000,6634,9051278910000,7463062531000,19000,0.019000
7463095870000,MATCHED,6635,7463095870000,6635,9051312228000,7463095849000,21000,0.021000
7463129188000,MATCHED,6636,7463129188000,6636,9051345545000,7463129166000,22000,0.022000
7463162507000,MATCHED,6637,7463162507000,6637,9051378864000,7463162485000,22000,0.022000
7463195826000,MATCHED,6638,7463195826000,6638,9051412183000,7463195804000,22000,0.022000
7463229144000,MATCHED,6639,7463229144000,6639,9051445501000,7463229122000,22000,0.022000
7463262472000,MATCHED,6640,7463262472000,6640,9051478823000,7463262444000,28000,0.028000
7463295781000,MATCHED,6641,7463295781000,6641,9051512148000,7463295769000,12000,0.012000
7463329099000,MATCHED,6642,7463329099000,6642,9051545458000,7463329079000,20000,0.020000
7463362418000,MATCHED,6643,7463362418000,6643,9051578780000,7463362401000,17000,0.017000
7463395736000,MATCHED,6644,7463395736000,6644,9051612097000,7463395718000,18000,0.018000
7463429058000,MATCHED,6645,7463429058000,6645,9051645415000,7463429036000,22000,0.022000
7463462372000,MATCHED,6646,7463462372000,6646,9051678731000,7463462352000,20000,0.020000
7463495744000,MATCHED,6647,7463495744000,6647,9051712054000,7463495675000,69000,0.069000
7463529039000,MATCHED,6648,7463529039000,6648,9051745369000,7463528990000,49000,0.049000
7463562331000,MATCHED,6649,7463562331000,6649,9051778687000,7463562308000,23000,0.023000
7463595651000,MATCHED,6650,7463595651000,6650,9051812005000,7463595626000,25000,0.025000
7463628970000,MATCHED,6651,7463628970000,6651,9051845325000,7463628946000,24000,0.024000
7463662283000,MATCHED,6652,7463662283000,6652,9051878642000,7463662263000,20000,0.020000
7463695610000,MATCHED,6653,7463695610000,6653,9051911960000,7463695581000,29000,0.029000
7463728932000,MATCHED,6654,7463728932000,6654,9051945278000,7463728899000,33000,0.033000
7463762249000,MATCHED,6655,7463762249000,6655,9051978597000,7463762218000,31000,0.031000
7463795561000,MATCHED,6656,7463795561000,6656,9052011916000,7463795537000,24000,0.024000
7463828877000,MATCHED,6657,7463828877000,6657,9052045234000,7463828855000,22000,0.022000
7463862195000,MATCHED,6658,7463862195000,6658,9052078552000,7463862173000,22000,0.022000
7463895513000,MATCHED,6659,7463895513000,6659,9052111871000,7463895492000,21000,0.021000
7463928833000,MATCHED,6660,7463928833000,6660,9052145189000,7463928810000,23000,0.023000
7463962152000,MATCHED,6661,7463962152000,6661,9052178509000,7463962130000,22000,0.022000
7463995470000,MATCHED,6662,7463995470000,6662,9052211827000,7463995448000,22000,0.022000
7464028786000,MATCHED,6663,7464028786000,6663,9052245145000,7464028766000,20000,0.020000
7464062108000,MATCHED,6664,7464062108000,6664,9052278463000,7464062084000,24000,0.024000
7464095424000,MATCHED,6665,7464095424000,6665,9052311782000,7464095403000,21000,0.021000
7464128743000,MATCHED,6666,7464128743000,6666,9052345100000,7464128721000,22000,0.022000
7464162061000,MATCHED,6667,7464162061000,6667,9052378419000,7464162040000,21000,0.021000
7464195379000,MATCHED,6668,7464195379000,6668,9052411737000,7464195358000,21000,0.021000
7464228697000,MATCHED,6669,7464228697000,6669,9052445055000,7464228676000,21000,0.021000
7464262016000,MATCHED,6670,7464262016000,6670,9052478374000,7464261995000,21000,0.021000
7464295336000,MATCHED,6671,7464295336000,6671,9052511697000,7464295318000,18000,0.018000
7464328655000,MATCHED,6672,7464328655000,6672,9052545012000,7464328633000,22000,0.022000
7464361971000,MATCHED,6673,7464361971000,6673,9052578330000,7464361951000,20000,0.020000
7464395290000,MATCHED,6674,7464395290000,6674,9052611648000,7464395269000,21000,0.021000
7464428609000,MATCHED,6675,7464428609000,6675,9052644968000,7464428589000,20000,0.020000
7464461927000,MATCHED,6676,7464461927000,6676,9052678285000,7464461906000,21000,0.021000
7464495246000,MATCHED,6677,7464495246000,6677,9052711607000,7464495228000,18000,0.018000
7464528566000,MATCHED,6678,7464528566000,6678,9052744922000,7464528543000,23000,0.023000
7464561884000,MATCHED,6679,7464561884000,6679,9052778240000,7464561861000,23000,0.023000
7464595201000,MATCHED,6680,7464595201000,6680,9052811558000,7464595179000,22000,0.022000
7464628525000,MATCHED,6681,7464628525000,6681,9052844877000,7464628498000,27000,0.027000
7464661853000,MATCHED,6682,7464661853000,6682,9052878195000,7464661816000,37000,0.037000
7464695156000,MATCHED,6683,7464695156000,6683,9052911514000,7464695135000,21000,0.021000
7464728477000,MATCHED,6684,7464728477000,6684,9052944833000,7464728454000,23000,0.023000
7464761799000,MATCHED,6685,7464761799000,6685,9052978151000,7464761772000,27000,0.027000
7464795117000,MATCHED,6686,7464795117000,6686,9053011470000,7464795091000,26000,0.026000
7464828433000,MATCHED,6687,7464828433000,6687,9053044788000,7464828409000,24000,0.024000
7464861750000,MATCHED,6688,7464861750000,6688,9053078106000,7464861727000,23000,0.023000
7464895070000,MATCHED,6689,7464895070000,6689,9053111425000,7464895046000,24000,0.024000
7464928389000,MATCHED,6690,7464928389000,6690,9053144744000,7464928365000,24000,0.024000
7464961706000,MATCHED,6691,7464961706000,6691,9053178062000,7464961683000,23000,0.023000
7464995025000,MATCHED,6692,7464995025000,6692,9053211380000,7464995001000,24000,0.024000
7465028346000,MATCHED,6693,7465028346000,6693,9053244699000,7465028320000,26000,0.026000
7465061662000,MATCHED,6694,7465061662000,6694,9053278017000,7465061638000,24000,0.024000
7465094981000,MATCHED,6695,7465094981000,6695,9053311336000,7465094957000,24000,0.024000
7465128301000,MATCHED,6696,7465128301000,6696,9053344654000,7465128275000,26000,0.026000
7465161621000,MATCHED,6697,7465161621000,6697,9053377973000,7465161594000,27000,0.027000
7465194937000,MATCHED,6698,7465194937000,6698,9053411293000,7465194914000,23000,0.023000
7465228256000,MATCHED,6699,7465228256000,6699,9053444610000,7465228231000,25000,0.025000
7465261574000,MATCHED,6700,7465261574000,6700,9053477928000,7465261549000,25000,0.025000
7465294895000,MATCHED,6701,7465294895000,6701,9053511250000,7465294871000,24000,0.024000
7465328208000,MATCHED,6702,7465328208000,6702,9053544565000,7465328186000,22000,0.022000
7465361526000,MATCHED,6703,7465361526000,6703,9053577884000,7465361505000,21000,0.021000
7465394847000,MATCHED,6704,7465394847000,6704,9053611203000,7465394824000,23000,0.023000
7465428163000,MATCHED,6705,7465428163000,6705,9053644521000,7465428142000,21000,0.021000
7465461480000,MATCHED,6706,7465461480000,6706,9053677839000,7465461460000,20000,0.020000
7465494801000,MATCHED,6707,7465494801000,6707,9053711160000,7465494781000,20000,0.020000
7465528119000,MATCHED,6708,7465528119000,6708,9053744476000,7465528097000,22000,0.022000
7465561435000,MATCHED,6709,7465561435000,6709,9053777795000,7465561416000,19000,0.019000
7465594758000,MATCHED,6710,7465594758000,6710,9053811113000,7465594734000,24000,0.024000
7465628081000,MATCHED,6711,7465628081000,6711,9053844432000,7465628053000,28000,0.028000
7465661391000,MATCHED,6712,7465661391000,6712,9053877750000,7465661371000,20000,0.020000
7465694711000,MATCHED,6713,7465694711000,6713,9053911068000,7465694689000,22000,0.022000
7465728030000,MATCHED,6714,7465728030000,6714,9053944388000,7465728009000,21000,0.021000
7465761346000,MATCHED,6715,7465761346000,6715,9053977707000,7465761328000,18000,0.018000
7465794670000,MATCHED,6716,7465794670000,6716,9054011028000,7465794649000,21000,0.021000
7465827984000,MATCHED,6717,7465827984000,6717,9054044347000,7465827968000,16000,0.016000
7465861303000,MATCHED,6718,7465861303000,6718,9054077663000,7465861284000,19000,0.019000
7465894622000,MATCHED,6719,7465894622000,6719,9054110983000,7465894604000,18000,0.018000
7465927941000,MATCHED,6720,7465927941000,6720,9054144301000,7465927922000,19000,0.019000
7465961258000,MATCHED,6721,7465961258000,6721,9054177620000,7465961241000,17000,0.017000
7465994579000,MATCHED,6722,7465994579000,6722,9054210937000,7465994558000,21000,0.021000
7466027896000,MATCHED,6723,7466027896000,6723,9054244256000,7466027877000,19000,0.019000
7466061213000,MATCHED,6724,7466061213000,6724,9054277575000,7466061196000,17000,0.017000
7466094535000,MATCHED,6725,7466094535000,6725,9054310894000,7466094515000,20000,0.020000
7466127852000,MATCHED,6726,7466127852000,6726,9054344212000,7466127833000,19000,0.019000
7466161169000,MATCHED,6727,7466161169000,6727,9054377530000,7466161151000,18000,0.018000
7466194495000,MATCHED,6728,7466194495000,6728,9054410850000,7466194471000,24000,0.024000
7466227805000,MATCHED,6729,7466227805000,6729,9054444167000,7466227788000,17000,0.017000
7466261125000,MATCHED,6730,7466261125000,6730,9054477487000,7466261108000,17000,0.017000
7466294444000,MATCHED,6731,7466294444000,6731,9054510805000,7466294426000,18000,0.018000
7466327762000,MATCHED,6732,7466327762000,6732,9054544124000,7466327745000,17000,0.017000
7466361082000,MATCHED,6733,7466361082000,6733,9054577442000,7466361063000,19000,0.019000
7466394400000,MATCHED,6734,7466394400000,6734,9054610760000,7466394381000,19000,0.019000
7466427716000,MATCHED,6735,7466427716000,6735,9054644078000,7466427699000,17000,0.017000
7466461034000,MATCHED,6736,7466461034000,6736,9054677398000,7466461019000,15000,0.015000
7466494355000,MATCHED,6737,7466494355000,6737,9054710717000,7466494338000,17000,0.017000
7466527674000,MATCHED,6738,7466527674000,6738,9054744034000,7466527655000,19000,0.019000
7466560990000,MATCHED,6739,7466560990000,6739,9054777353000,7466560974000,16000,0.016000
7466594310000,MATCHED,6740,7466594310000,6740,9054810671000,7466594292000,18000,0.018000
7466627635000,MATCHED,6741,7466627635000,6741,9054843989000,7466627610000,25000,0.025000
7466660948000,MATCHED,6742,7466660948000,6742,9054877308000,7466660929000,19000,0.019000
7466694266000,MATCHED,6743,7466694266000,6743,9054910625000,7466694246000,20000,0.020000
7466727584000,MATCHED,6744,7466727584000,6744,9054943944000,7466727565000,19000,0.019000
7466760901000,MATCHED,6745,7466760901000,6745,9054977263000,7466760884000,17000,0.017000
7466794225000,MATCHED,6746,7466794225000,6746,9055010581000,7466794202000,23000,0.023000
7466827538000,MATCHED,6747,7466827538000,6747,9055043900000,7466827521000,17000,0.017000
7466860856000,MATCHED,6748,7466860856000,6748,9055077219000,7466860840000,16000,0.016000
7466894179000,MATCHED,6749,7466894179000,6749,9055110538000,7466894159000,20000,0.020000
7466927496000,MATCHED,6750,7466927496000,6750,9055143857000,7466927478000,18000,0.018000
7466960813000,MATCHED,6751,7466960813000,6751,9055177175000,7466960796000,17000,0.017000
7466994133000,MATCHED,6752,7466994133000,6752,9055210493000,7466994114000,19000,0.019000
7467027448000,MATCHED,6753,7467027448000,6753,9055243812000,7467027433000,15000,0.015000
7467060769000,MATCHED,6754,7467060769000,6754,9055277130000,7467060751000,18000,0.018000
7467094087000,MATCHED,6755,7467094087000,6755,9055310448000,7467094069000,18000,0.018000
7467127406000,MATCHED,6756,7467127406000,6756,9055343767000,7467127388000,18000,0.018000
7467160724000,MATCHED,6757,7467160724000,6757,9055377085000,7467160706000,18000,0.018000
7467194042000,MATCHED,6758,7467194042000,6758,9055410403000,7467194024000,18000,0.018000
7467227360000,MATCHED,6759,7467227360000,6759,9055443722000,7467227343000,17000,0.017000
7467260680000,MATCHED,6760,7467260680000,6760,9055477041000,7467260662000,18000,0.018000
7467293998000,MATCHED,6761,7467293998000,6761,9055510359000,7467293980000,18000,0.018000
7467327318000,MATCHED,6762,7467327318000,6762,9055543678000,7467327299000,19000,0.019000
7467360634000,MATCHED,6763,7467360634000,6763,9055576997000,7467360618000,16000,0.016000
7467393953000,MATCHED,6764,7467393953000,6764,9055610314000,7467393935000,18000,0.018000
7467427271000,MATCHED,6765,7467427271000,6765,9055643633000,7467427254000,17000,0.017000
7467460590000,MATCHED,6766,7467460590000,6766,9055676951000,7467460572000,18000,0.018000
7467493910000,MATCHED,6767,7467493910000,6767,9055710270000,7467493891000,19000,0.019000
7467527229000,MATCHED,6768,7467527229000,6768,9055743588000,7467527209000,20000,0.020000
7467560545000,MATCHED,6769,7467560545000,6769,9055776906000,7467560527000,18000,0.018000
7467593873000,MATCHED,6770,7467593873000,6770,9055810225000,7467593846000,27000,0.027000
7467627183000,MATCHED,6771,7467627183000,6771,9055843544000,7467627165000,18000,0.018000
7467660502000,MATCHED,6772,7467660502000,6772,9055876863000,7467660484000,18000,0.018000
7467693822000,MATCHED,6773,7467693822000,6773,9055910180000,7467693801000,21000,0.021000
7467727138000,MATCHED,6774,7467727138000,6774,9055943498000,7467727119000,19000,0.019000
7467760455000,MATCHED,6775,7467760455000,6775,9055976818000,7467760439000,16000,0.016000
7467793776000,MATCHED,6776,7467793776000,6776,9056010135000,7467793756000,20000,0.020000
7467827092000,MATCHED,6777,7467827092000,6777,9056043454000,7467827075000,17000,0.017000
7467860410000,MATCHED,6778,7467860410000,6778,9056076772000,7467860393000,17000,0.017000
7467893729000,MATCHED,6779,7467893729000,6779,9056110092000,7467893713000,16000,0.016000
7467927048000,MATCHED,6780,7467927048000,6780,9056143410000,7467927031000,17000,0.017000
7467960367000,MATCHED,6781,7467960367000,6781,9056176728000,7467960349000,18000,0.018000
7467993687000,MATCHED,6782,7467993687000,6782,9056210047000,7467993668000,19000,0.019000
7468027002000,MATCHED,6783,7468027002000,6783,9056243366000,7468026987000,15000,0.015000
7468060321000,MATCHED,6784,7468060321000,6784,9056276684000,7468060305000,16000,0.016000
7468093641000,MATCHED,6785,7468093641000,6785,9056310001000,7468093622000,19000,0.019000
7468126958000,MATCHED,6786,7468126958000,6786,9056343319000,7468126940000,18000,0.018000
7468160280000,MATCHED,6787,7468160280000,6787,9056376638000,7468160259000,21000,0.021000
7468193611000,MATCHED,6788,7468193611000,6788,9056409956000,7468193577000,34000,0.034000
7468226928000,MATCHED,6789,7468226928000,6789,9056443275000,7468226896000,32000,0.032000
7468260244000,MATCHED,6790,7468260244000,6790,9056476593000,7468260214000,30000,0.030000
7468293561000,MATCHED,6791,7468293561000,6791,9056509911000,7468293532000,29000,0.029000
7468326881000,MATCHED,6792,7468326881000,6792,9056543231000,7468326852000,29000,0.029000
7468360191000,MATCHED,6793,7468360191000,6793,9056576550000,7468360171000,20000,0.020000
7468393523000,MATCHED,6794,7468393523000,6794,9056609868000,7468393489000,34000,0.034000
7468426832000,MATCHED,6795,7468426832000,6795,9056643187000,7468426808000,24000,0.024000
7468460161000,MATCHED,6796,7468460161000,6796,9056676504000,7468460125000,36000,0.036000
7468493473000,MATCHED,6797,7468493473000,6797,9056709824000,7468493445000,28000,0.028000
7468526802000,MATCHED,6798,7468526802000,6798,9056743141000,7468526762000,40000,0.040000
7468560101000,MATCHED,6799,7468560101000,6799,9056776460000,7468560081000,20000,0.020000
7468593418000,MATCHED,6800,7468593418000,6800,9056809780000,7468593401000,17000,0.017000
7468626736000,MATCHED,6801,7468626736000,6801,9056843098000,7468626719000,17000,0.017000
7468660054000,MATCHED,6802,7468660054000,6802,9056876417000,7468660038000,16000,0.016000
7468693381000,MATCHED,6803,7468693381000,6803,9056909735000,7468693356000,25000,0.025000
7468726696000,MATCHED,6804,7468726696000,6804,9056943055000,7468726676000,20000,0.020000
7468760051000,MATCHED,6805,7468760051000,6805,9056976372000,7468759993000,58000,0.058000
7468793330000,MATCHED,6806,7468793330000,6806,9057009691000,7468793312000,18000,0.018000
7468826646000,MATCHED,6807,7468826646000,6807,9057043008000,7468826629000,17000,0.017000
7468859964000,MATCHED,6808,7468859964000,6808,9057076327000,7468859948000,16000,0.016000
7468893284000,MATCHED,6809,7468893284000,6809,9057109645000,7468893266000,18000,0.018000
7468926602000,MATCHED,6810,7468926602000,6810,9057142964000,7468926585000,17000,0.017000
7468959919000,MATCHED,6811,7468959919000,6811,9057176283000,7468959904000,15000,0.015000
7468993241000,MATCHED,6812,7468993241000,6812,9057209601000,7468993222000,19000,0.019000
7469026558000,MATCHED,6813,7469026558000,6813,9057242919000,7469026540000,18000,0.018000
7469059875000,MATCHED,6814,7469059875000,6814,9057276238000,7469059859000,16000,0.016000
7469093204000,MATCHED,6815,7469093204000,6815,9057309557000,7469093178000,26000,0.026000
7469126530000,MATCHED,6816,7469126530000,6816,9057342875000,7469126496000,34000,0.034000
7469159843000,MATCHED,6817,7469159843000,6817,9057376194000,7469159815000,28000,0.028000
7469193153000,MATCHED,6818,7469193153000,6818,9057409512000,7469193133000,20000,0.020000
7469226471000,MATCHED,6819,7469226471000,6819,9057442830000,7469226451000,20000,0.020000
7469259793000,MATCHED,6820,7469259793000,6820,9057476149000,7469259770000,23000,0.023000
7469293107000,MATCHED,6821,7469293107000,6821,9057509466000,7469293087000,20000,0.020000
7469326424000,MATCHED,6822,7469326424000,6822,9057542785000,7469326406000,18000,0.018000
7469359741000,MATCHED,6823,7469359741000,6823,9057576104000,7469359725000,16000,0.016000
7469393060000,MATCHED,6824,7469393060000,6824,9057609422000,7469393043000,17000,0.017000
7469426382000,MATCHED,6825,7469426382000,6825,9057642741000,7469426362000,20000,0.020000
7469459697000,MATCHED,6826,7469459697000,6826,9057676060000,7469459681000,16000,0.016000
7469493018000,MATCHED,6827,7469493018000,6827,9057709377000,7469492998000,20000,0.020000
7469526335000,MATCHED,6828,7469526335000,6828,9057742696000,7469526317000,18000,0.018000
7469559654000,MATCHED,6829,7469559654000,6829,9057776015000,7469559636000,18000,0.018000
7469592972000,MATCHED,6830,7469592972000,6830,9057809335000,7469592956000,16000,0.016000
7469626290000,MATCHED,6831,7469626290000,6831,9057842652000,7469626273000,17000,0.017000
7469659609000,MATCHED,6832,7469659609000,6832,9057875970000,7469659591000,18000,0.018000
7469692929000,MATCHED,6833,7469692929000,6833,9057909288000,7469692909000,20000,0.020000
7469726247000,MATCHED,6834,7469726247000,6834,9057942610000,7469726231000,16000,0.016000
7469759564000,MATCHED,6835,7469759564000,6835,9057975925000,7469759546000,18000,0.018000
7469792884000,MATCHED,6836,7469792884000,6836,9058009247000,7469792868000,16000,0.016000
7469826204000,MATCHED,6837,7469826204000,6837,9058042563000,7469826184000,20000,0.020000
7469859524000,MATCHED,6838,7469859524000,6838,9058075881000,7469859502000,22000,0.022000
7469892844000,MATCHED,6839,7469892844000,6839,9058109199000,7469892820000,24000,0.024000
7469926167000,MATCHED,6840,7469926167000,6840,9058142517000,7469926138000,29000,0.029000
7469959485000,MATCHED,6841,7469959485000,6841,9058175834000,7469959455000,30000,0.030000
7469992794000,MATCHED,6842,7469992794000,6842,9058209167000,7469992788000,6000,0.006000
7470026115000,MATCHED,6843,7470026115000,6843,9058242471000,7470026092000,23000,0.023000
7470059451000,MATCHED,6844,7470059451000,6844,9058275790000,7470059411000,40000,0.040000
7470092751000,MATCHED,6845,7470092751000,6845,9058309108000,7470092729000,22000,0.022000
7470126069000,MATCHED,6846,7470126069000,6846,9058342427000,7470126048000,21000,0.021000
