frame_num,sensor_ts_ns,wall_ts_ns,is_keyframe,size_bytes,packet_count
10025,9294949644000,1778513276568374036,0,15011,1
10026,9294982959000,1778513276601661790,0,15598,1
10027,9295016280000,1778513276629539319,0,22905,2
10028,9295049602000,1778513276669690211,0,22633,2
10029,9295082925000,1778513276703741291,0,22526,2
10030,9295116247000,1778513276731019251,0,22375,2
10031,9295149568000,1778513276769040423,0,28404,2
10032,9295182891000,1778513276801597462,0,21598,2
10033,9295216211000,1778513276835558303,0,27367,2
10034,9295249531000,1778513276868314970,0,28108,2
10035,9295282854000,1778513276901572984,0,27019,2
10036,9295316174000,1778513276934871405,0,27610,2
10037,9295349497000,1778513276968386120,0,26873,2
10038,9295382818000,1778513277001587208,0,26484,2
10039,9295416139000,1778513277035011369,0,27571,2
10040,9295449457000,1778513277068352271,0,26631,2
10041,9295482779000,1778513277101791524,0,36173,2
10042,9295516100000,1778513277135857456,0,36138,2
10043,9295549422000,1778513277168389013,0,35354,2
10044,9295582743000,1778513277201860748,0,35934,2
10045,9295616064000,1778513277235512332,0,34826,2
10046,9295649388000,1778513277267062047,0,34887,2
10047,9295682708000,1778513277300192822,0,35373,2
10048,9295716029000,1778513277326074203,0,26087,2
10049,9295749350000,1778513277366849644,0,35604,2
10050,9295782672000,1778513277400184935,0,35020,2
10051,9295815993000,1778513277433957574,0,26154,2
10052,9295849315000,1778513277468389650,0,35778,2
10053,9295882636000,1778513277501619646,0,34655,2
10054,9295915958000,1778513277535705985,0,34291,2
10055,9295949279000,1778513277570527132,0,34886,2
10056,9295982604000,1778513277601685722,0,34557,2
10057,9296015922000,1778513277634926940,0,34033,2
10058,9296049245000,1778513277668235694,0,34594,2
10059,9296082566000,1778513277701516856,0,34243,2
10060,9296115888000,1778513277734935887,0,34196,2
10061,9296149210000,1778513277766798469,0,33871,2
10062,9296182532000,1778513277799913022,0,33826,2
10063,9296215851000,1778513277833413441,0,34287,2
10064,9296249173000,1778513277867898387,0,25650,2
10065,9296282495000,1778513277901488028,0,33962,2
10066,9296315816000,1778513277934772745,0,34078,2
10067,9296349138000,1778513277969419338,0,33195,2
10068,9296382460000,1778513278001545085,0,33830,2
10069,9296415781000,1778513278034867709,0,33283,2
10070,9296449103000,1778513278068581163,0,33410,2
10071,9296482424000,1778513278101397885,0,34094,2
10072,9296515745000,1778513278134729676,0,25099,2
10073,9296549066000,1778513278166635629,0,33722,2
10074,9296582388000,1778513278199882643,0,33657,2
10075,9296615709000,1778513278233022399,0,33843,2
10076,9296649032000,1778513278267976600,0,34197,2
10077,9296682352000,1778513278301207596,0,25227,2
10078,9296715674000,1778513278334380240,0,33833,2
10079,9296748995000,1778513278368222804,0,34792,2
10080,9296782317000,1778513278401074914,0,25348,2
10081,9296815638000,1778513278449632948,1,189893,10
10082,9296848959000,1778513278470949465,0,51108,3
10083,9296882281000,1778513278502967676,0,26948,2
10084,9296915603000,1778513278534433337,0,13968,1
10085,9296948926000,1778513278559068656,0,14331,1
10086,9296982246000,1778513278599737784,0,21453,2
10087,9297015567000,1778513278624977616,0,21452,2
10088,9297048888000,1778513278662048111,0,20731,2
10089,9297082210000,1778513278702681814,0,20736,2
10090,9297115532000,1778513278735213186,0,26509,2
10091,9297148855000,1778513278770361478,0,26334,2
10092,9297182176000,1778513278803668529,0,26392,2
10093,9297215495000,1778513278834555325,0,25664,2
10094,9297248817000,1778513278867942874,0,25910,2
10095,9297282139000,1778513278901187296,0,26506,2
10096,9297315460000,1778513278934204145,0,25662,2
10097,9297348781000,1778513278961563364,0,26336,2
10098,9297382102000,1778513278999629554,0,26237,2
10099,9297415424000,1778513279032946623,0,34878,2
10100,9297448745000,1778513279063056760,0,35414,2
10101,9297482067000,1778513279101285818,0,25702,2
10102,9297515388000,1778513279134200076,0,34814,2
10103,9297548710000,1778513279166585173,0,34642,2
10104,9297582033000,1778513279193686653,0,34043,2
10105,9297615353000,1778513279232961776,0,34856,2
10106,9297648675000,1778513279267382390,0,34410,2
10107,9297681996000,1778513279301325545,0,34311,2
10108,9297715318000,1778513279334122897,0,34063,2
10109,9297748639000,1778513279367557650,0,33038,2
10110,9297781961000,1778513279401031495,0,33731,2
10111,9297815283000,1778513279434185084,0,34057,2
10112,9297848603000,1778513279467631985,0,33700,2
10113,9297881925000,1778513279500825851,0,34004,2
10114,9297915246000,1778513279534441306,0,33876,2
10115,9297948567000,1778513279567705820,0,34169,2
10116,9297981891000,1778513279601481458,0,34338,2
10117,9298015211000,1778513279634200811,0,33738,2
10118,9298048532000,1778513279667448362,0,33627,2
10119,9298081854000,1778513279700758764,0,33857,2
10120,9298115176000,1778513279733991278,0,33497,2
10121,9298148497000,1778513279767591159,0,59977,3
10122,9298181819000,1778513279800909524,0,34014,2
10123,9298215139000,1778513279834051002,0,25774,2
10124,9298248461000,1778513279867317553,0,26028,2
10125,9298281782000,1778513279900597234,0,25259,2
10126,9298315104000,1778513279934401779,0,25553,2
10127,9298348425000,1778513279967241001,0,33950,2
10128,9298381748000,1778513280000588329,0,33639,2
10129,9298415069000,1778513280036513650,0,34192,2
10130,9298448389000,1778513280067372909,0,25722,2
10131,9298481711000,1778513280100647368,0,33752,2
10132,9298515033000,1778513280134002918,0,33894,2
10133,9298548354000,1778513280167000712,0,33366,2
10134,9298581676000,1778513280200440539,0,33655,2
10135,9298614997000,1778513280233767293,0,33865,2
10136,9298648320000,1778513280267002048,0,25116,2
10137,9298681640000,1778513280300495004,0,34173,2
10138,9298714962000,1778513280333646759,0,33495,2
10139,9298748283000,1778513280367160326,0,25533,2
10140,9298781604000,1778513280400475247,0,34401,2
10141,9298814926000,1778513280449077447,1,189183,10
10142,9298848247000,1778513280472015338,0,50981,3
10143,9298881569000,1778513280501801015,0,27664,2
10144,9298914891000,1778513280534046649,0,13806,1
