frame_num,sensor_ts_ns,wall_ts_ns,is_keyframe,size_bytes,packet_count
5703,9150934284000,1778513132555698320,0,28437,2
5704,9150967605000,1778513132586511383,0,16022,1
5705,9151000926000,1778513132610991620,0,12107,1
5706,9151034245000,1778513132651662751,0,16836,1
5707,9151067566000,1778513132676535077,0,20779,2
5708,9151100887000,1778513132719448889,0,20077,1
5709,9151134209000,1778513132753061794,0,20176,1
5710,9151167531000,1778513132788902233,0,29101,2
5711,9151200852000,1778513132819832572,0,27561,2
5712,9151234174000,1778513132853131332,0,27828,2
5713,9151267499000,1778513132886410574,0,27834,2
5714,9151300816000,1778513132919621576,0,27449,2
5715,9151334138000,1778513132953016094,0,27655,2
5716,9151367460000,1778513132986343873,0,27239,2
5717,9151400781000,1778513133019681688,0,27124,2
5718,9151434103000,1778513133052978208,0,27302,2
5719,9151467425000,1778513133086935961,0,26861,2
5720,9151500746000,1778513133119533117,0,33890,2
5721,9151534067000,1778513133152917173,0,26957,2
5722,9151567391000,1778513133186475838,0,33805,2
5723,9151600710000,1778513133219596303,0,33986,2
5724,9151634033000,1778513133252894027,0,33097,2
5725,9151667355000,1778513133288918426,0,34061,2
5726,9151700675000,1778513133319668286,0,33917,2
5727,9151733997000,1778513133352608605,0,33158,2
5728,9151767319000,1778513133386127863,0,33755,2
5729,9151800640000,1778513133419416697,0,33312,2
5730,9151833963000,1778513133452712995,0,33415,2
5731,9151867282000,1778513133486263623,0,33867,2
5732,9151900603000,1778513133519498661,0,33163,2
5733,9151933926000,1778513133552783699,0,33957,2
5734,9151967248000,1778513133586188866,0,33572,2
5735,9152000568000,1778513133619372979,0,33654,2
5736,9152033890000,1778513133652642036,0,34336,2
5737,9152067212000,1778513133686102498,0,33642,2
5738,9152100533000,1778513133719355240,0,34303,2
5739,9152133856000,1778513133752711333,0,34582,2
5740,9152167177000,1778513133786067222,0,33474,2
5741,9152200497000,1778513133819440741,0,28267,2
5742,9152233818000,1778513133852589818,0,34477,2
5743,9152267142000,1778513133885931985,0,33337,2
5744,9152300461000,1778513133920921913,0,33776,2
5745,9152333784000,1778513133952438450,0,33170,2
5746,9152367104000,1778513133985768099,0,33309,2
5747,9152400425000,1778513134019326838,0,33181,2
5748,9152433749000,1778513134052661098,0,33169,2
5749,9152467069000,1778513134085790526,0,33795,2
5750,9152500390000,1778513134119159545,0,33464,2
5751,9152533714000,1778513134152617600,0,33414,2
5752,9152567034000,1778513134185853676,0,33867,2
5753,9152600354000,1778513134219128103,0,27799,2
5754,9152633677000,1778513134252570899,0,34926,2
5755,9152666998000,1778513134285738234,0,27767,2
5756,9152700319000,1778513134319946374,0,33789,2
5757,9152733640000,1778513134352315181,0,34163,2
5758,9152766961000,1778513134385738828,0,27145,2
5759,9152800283000,1778513134419107014,0,33479,2
5760,9152833606000,1778513134452461551,0,33352,2
5761,9152866928000,1778513134500636996,1,187415,10
5762,9152900247000,1778513134522009283,0,47460,3
5763,9152933571000,1778513134554484755,0,27231,2
5764,9152966891000,1778513134585774887,0,14810,1
5765,9153000213000,1778513134623901451,0,16211,1
5766,9153033534000,1778513134651507138,0,16171,1
5767,9153066855000,1778513134684319366,0,23175,2
5768,9153100176000,1778513134709978777,0,21376,2
5769,9153133497000,1778513134752229096,0,21042,2
5770,9153166819000,1778513134785639966,0,21283,2
5771,9153200140000,1778513134819251112,0,29389,2
5772,9153233464000,1778513134852351966,0,29981,2
5773,9153266784000,1778513134885614801,0,28813,2
5774,9153300104000,1778513134918947431,0,27475,2
5775,9153333428000,1778513134953053128,0,27644,2
5776,9153366749000,1778513134986795587,0,27192,2
5777,9153400070000,1778513135019678759,0,29579,2
5778,9153433392000,1778513135052367340,0,28124,2
5779,9153466714000,1778513135085570490,0,27441,2
5780,9153500033000,1778513135118800510,0,26507,2
5781,9153533356000,1778513135155451626,0,33003,2
5782,9153566677000,1778513135186599185,0,32242,2
5783,9153599998000,1778513135221134970,0,33059,2
